word,variant_forms,abreviaturas,translation_value
zakzikina,['zagzikina'],['s'],"bo. extenderse las guías de un bejuco o calabaza. Mallki anku- kunata pushay. Sapalluka ñami zaksikikun. zalan [zalipa, lazipa] s. s. tipo de árbol. Hatun suni yura. Zalan yurata rikurayani."
zalipa,"['zalipa', 'lazipa']",['s'],"s. energía sexual negativa que causa enfermedad diarreica, no definida ni identificada por la medicina actual. Shuk kari, shuk warmi yumashpa wasiman ti- krakpi wawakunata, kuykunatapash unkuchik unkuy. ¿Wawaka zalipawanchu unkushka? zalipana [zalipana, lazipana] v. s. transmi- tir la enfermedad zalipa. Zalipa unkuyta shuk wasiman apay. Wawaka ñapash zalipakun."
zanzan,"['zaŋzan', 'saŋsaŋ']",['adj'],ss. mujer de trabajo lento. Unayashpa llamkak warmi. Zanzan warmi kashpami mana utka utka ya- nuyta ushanchu.
zas,['zas'],['adv'],"amz. de golpe, de pronto, mo- mento menos pensado, rápido, sorpresiva- mente, en seguida, súbitamente. Kunkaymanta imatapash mana unayashpa ruray. Chay warmika zaslla yakumanta shamus- hka. Sin. Haykamanta, kunkaymanta. zimpunina [zimbunina, ziŋbunina] v. sc. aglomerarse, conglomerarse. Runakuna taw-  kariy. Hatun llaki tiyakpimi runakunaka zimpunirka. Sin. waykana."
zharpi,"['žarpi', 'žirpi', 'žarpi', 'žarpa']",['s'],maíz de tusa fina con grano abundante. Achka muyu- yuk sara. Zharpi sara apika mishkimi kan.
zharu,['žaru'],['s'],"ca. piedras pequeñas, ripio, granillo. Wasichinkapak chusu rumikuna. Cañar runakunaka zharu rumikunata wasi- chinkapak pallakun."
zhilik,['žilik'],['adj'],"ss. Maíz blanco. Yuraklla sara.  Zhilik saraka ñutulla kashayukmi kan. zhima [žima, čima] adj. ss. Maíz perla. Yu- raklla pukalla sara. Zhima saraka allita wiñan."
zhiripi,['žiripi'],['s'],ss. Tipo de árbol. Chugu pishkuka zhiripi muyuta mikun. zhiru [žiru] adj. ss. color gris. Ukillashina llimpi. Llama millmaka mapamanta zhirumi kan. 2. lana de oveja blanca y negra. Yanantin yu- raknintin llama millma. Zhiru millmawan awakun.
zhuta,['žuta'],['s'],"ca. ave, pájaro. Tukuy pis- hkukunata ninkapak shimi. Allpamamapi zhutakuna ama chinkarichunka kamanami kan. Sin. Munchi, pishku."
zinzin,['zinzin'],['adj'],"ss. resistencia que pone la persona al ser halada. Mana munakta ay- sakukpi sinchita shayariy. Zinzin nishpa mana shamusha nirka. zinzin [zinzin] s. amz. dolor agudo por tu- mores, heridas, etc. Tuksikukpishina nanay. Ñukapa kunkuri zinzin nikun. Sin. shikshik."
zipi,['zipi'],['s'],ss. paspa. Aycha karata inti ru- pachikpi karachashina tukuy. Zipi ñawita hampikunimi.
zirka,"['zirga', 'řizka', 'řirka']",['s'],"ss. Árbol de cuya madera se fabrican cucha- ras. Mikuna wishinakunata, kallanakunata- pash rurana yura. Zirka yuraka pukru ukupi wiñakun. zulayana [zulayana] v. ss. dañarse los fru- tos. Muyukuna yana tukushpa ismuriy, cha- kiriy. Papa muyuka hukushpa zulayan. Sin. Lanchana."
zullu,"['zulyu', 'žuyu', '']",['s'],"amz. cigarra. Pakari- napi, inti punchakuna kaparik chillik. Zulluka chay yurapi yaykun."
zupu,['zupu'],['s'],"ss. chichón, chibolo. Runaku- napa, wiwakunapa umapi chupushina lluk- shik. Yayapa umapika zupumi llukshishka."
