word,variant_forms,abreviaturas,translation_value
sañu,['sañu'],['s'],"teja . Turu allpawan rurashka  Sañuwan rurashka wasika sumakmi rikurin. sapalla [sapalya, sapaža] adj. solo, aban- donado. Shuklla wakchalla sakirishka. Kay wasipika yuyak mamaka sapallami kaw- san."
shakalli,['šakalyi'],['s'],"na. loro pequeño. Uchi- lla arawshina pishku, achkapura tantanakus- hpa purik. Shakalli pishkuka paylla sakirishpami puri- kun. Sin. Kallikalli."
shakan,['šakaŋ'],['s'],"na. variedad de lora. Waylla patpayuk, yurak ñawiyuk uchilla wa- kamayushina pishku. Shakan pishkukunaka anti suyu sachapimi kawsan. Sin. Kayas."
shallina,"['šalyina', 'čalyina']",['v'],"amz. rajar, hen- der. Yantata rurankapak kaspita chiktay. Payka yantatami shallirka. Sin. Chiktana."
shallipu,['šalyipu'],['s'],"amz. tipo de árbol con semillas. Ñañu pankayuk, pishkukuna mi- kuna muyuta aparik yura. Pishkukuna mikuchun nishpami shallipu yu- rataka tarpunchik."
shampana,['šaŋbana'],['v'],im. Desenredar el pelo (y otras cosas semejantes). Punzu tu- kushka akchata ñakchay. Ushushika akchata shampakun.
shamuk,['šamux'],['adv'],"futuro, venidero, lo que vendrá. Kipapa yuyarishka, pacha kipa- lla chayamuk. Shamuk killakunapimi wasita rurasha. 2. s. el que viene. Pipash shuk kuskaman chayamuk, rikurik. Payka sapan punchakunami shamuk runa kan. Sin. chayak."
shamuna,['šamuna'],['v'],venir. Maypi kashpa kutin tikramuna. Ñukaka kaya puncha ushashpami sha- musha.
shapaka,['šapaxa'],['s'],"variedad de palmera. Kunampushina kashpallata ñuñu pankayuk, suni muyuta aparik, paypa pankaka mana wasi awankapakka allichu. Shapaka kunanpika achka muyutami kay wataka aparishka."
shayak,['šayak'],['adv'],"vertical. Hawamanta urayman tiyak. Hatun runaka shayakmi rikurin. shayak aspi [šayak aspi] s. línea vertical. Hawamanta urayman aspishka aspi. Hatun shayak aspita pankapi killkay. shayarina [šayarina] v. detenerse, pararse; ponerse de pie. Maypipash harkariy, sakiriy, tiyakushkamanta hatariy. Shuk mashi rikurikpimi rimanakunkapak sha- yarirkani."
shayana,['šayay'],['v'],"parar, detener. Hataris- hka kana. Wasikamakkunaka punku yaykunapimi sha- yan."
shaykuna,['šaykuna'],['v'],"s. cansar, fatigar, a- gotar. Achkata imatapash rurashpa sampa- yashpa sakirina. Tukuy puncha llamkashpa achkata shayku- ni. Sin. Sampayana, kalakyana."
shañu,['šañu'],['s'],"café, planta y bebida. Yun- kapi pukuk hatunlla yura, puka muruyukmi tukun. Shañu yakuka puñuyta anchuchinmi."
shikina,['šiŋkina'],['v'],"amz. descamar. Yaku aychapa karapi llutarayakuk hawa karata an- chuchiy. Payka, yaku aychata kusankapak shikikun. 2. amz. rallar. Lumuta, palantata, chuntata, karata llukshichiy. Challwawan sankuyachishpa yanunkapakmi palantata shikikuni. Sin. 1-2 shikitana."
shikitu,['šikitu'],['s'],amz. Uchilla siklli challwa. Shikitu aychaka mishkimi kan.
shikra,"['šikra', 'sigra']",['s'],"bolso. Chawarmanta patishina, imatapash wakaychishpa apanka- pak rurashka. Sarata shikrapi katunkapak apani."
shikshi,"['šixši', 'šigši']",['s'],"sarna. Runa aychapi muyuklla llukshishpa yapa shikshichik unkuy. Wawataka hatun shikshi unkuymi hapishka, hampinami kan. 2. comezón. Imamantapash ukkuta aspina- yachiy. Ama chawarta llikishpa pukllankichu, shik- shita kunkami. Sin. 1 Isi."
shikshina,"['šikšina', 'šigšina']",['v'],dar come- zón. Aycha karapi aspiyta munay. Umata yapa shikshin.
shiktikuy,['šixtikuy'],['s'],"na. ciempiés. Yana tullpuyuk, achka chakiyuk kuru. Tarpuna allpakunapika achka shiktikuymi purin. Sin. Shiway, tatis."
shila,"['šila', 'šilya']",['s'],"vasija de barro, jarra, taza. Aswata, yakuta upyankapak allpamanta rurashka mulu. Aswataka shilapimi upyanchik."
shillinkuk,['šilyiŋkux'],['adj'],"travieso. Imata- pash hapishpa yapa piñachik wawa. Wawakuna ama yapa shillinkukkuna ka- chunka pukllashpa, rurachishpami llamkana kan."
shillinkuna,['šilyiŋguy'],['v'],"amz. fastidiar. Ka- nishpa, waktashpa, sillushpa, tankashpa pi- ñachiy. Yachana wasipika wakin wawakunaka achkatami shillinkun."
shillishilli,['šilyišilyi'],['s'],"amz. variedad de golondrina. Yana tullpu, sinchita wayrata musyashpa, achkapura tantarishpa shillishilli nishpa takik, hawapi wampurik pishku. Shillishillimi wayrata pawan. Sin. Suyu."
shilltipu,['šilytipu'],['s'],amz. variedad de mono. Chichikushina kashpallatak yana mill- mayuk yapa uchilla wiwa. Anti suyuman rishpaka shilltipu wiwata sumaktami rikunchik.
shimi,"['šimi', 'simi']",['s'],"idioma, lenguaje articu- lado. Runakunapa shuk shuk rimaykuna. Kanka ¿ima shimipitak rimanki? 2. Boca. Rimay llukshina, mikuna yaykuchina hutku. Ama shimita manchanayta paskaychu.  SHINAMI shimi-chinkachina [šimi čingačina] v. de- lirar. Wañukushpa, yuyay chinkarishpa may- tapash rimay. Mashika yuramanta urmashpa mana hamu- tay rimaywan shimi-chinkachin. Sin. Musparina."
shiminchina,"['šiminčina', 'šimiŋžina']",['v'],hacer bordes. Imakunapipash manyakunata churay. Sawariypak llikllata shiminchikuni. shimiyuk [šimiyuk] s. diccionario. Achka shimita tantachina. Yachakuk wawakunaka mushuk shimiyukpi mana riksishka shimita maskakun.
shimpi,"['šiŋbi', 'šimbu', 'čimpu']",['s'],variedad de palmera. Shiwashina mikuna muyuta aparik yura. Kayashkakunaman karankapak shimpi mu- yuta pallakunchik.
shina,"['šina', 'čina', 'sina', 'žina', 'xina']",['adv'],"como. Kayka chay sami rikurikmi kan nishpa rimay. Kay shina punchuta rantinata munani. igual que. Imapash pakta pakta kak. Kayshina rikurikta ruranki. parecido, -a. Piwanpash rikchak rikurik. Ñukashina rikurik wawkitami charini. ejemplar, por ejemplo. Imakunapash achka tiyakpi wakinkunatalla hapiy. Imbabura markapi, kiti llaktakunata charin- chik, shina: Otavalo, Cotacachi, Ibarra, Atun- taqui… similar, semejante. Ashalla, rikchak kakpi. Kanpa yayashina llukshishkanki. Sin. chashna, –sami, ñirak."
shinallatak,"['šinallatax', 'šinaladig', 'činala- dig']",['conj'],"pero. Shinapash ninkapak rimay. Ñuka llaktaman tikranata munani; shinalla- tak, wasi illak kashpa mana ushani. 2. igualmente, de la misma manera, así mismo, de la misma forma. Chaypuralla kachun ninkapak rimay. Imashinami kanman kullkita mañachirkani, shinallatak kutichiway."
shinami,['šinami'],['adv'],"por   supuesto. Chashna kakpika ninkapak rimay. Raymipi shinami tushurkani. Sin. Manakayari, shinaykuti, shinayka.  SHINAPASH"
shinana,['šinana'],['v'],"hacer siguiendo un mo- delo. Kayshinata ruray ninkapak shimi. Shuyay, kashnami makita shinanchik. Sin. Rurana."
shinapash,"['šinapaš', 'šinapiš']",['conj'],"pero, de todas maneras. Chashna kakpipash, ninka- pak rimay. Kimsa tantanakuyman mana shamushkachu, shinapash yallichishunchik."
shinayka,"['šinayga', 'šinaga']",['adv'],"na. por su- puesto. Chashna kakpika ninkapak rimay. Shinayka, raymipika tushuk rishallatakmari. Sin. Manakayari, shinaymi, shinaykuti. shinaykuti [šinaykuti] adv. por supuesto. Chashna kakpika ninkapak rimay. Raymipi, shinaykuti tushurkankilla. Sin. manakayari, shinami, shinayka. shinka [šinga] adj. borracho, chumado, em- briagado. Pukushka aswata upyashpa yuyay chinkay. shinka runaka, aswata upyashpa alliman- tami shamurkani. Sin. Machashka."
shinkana,['šiŋgana'],['v'],"marearse, desma- yarse. Ashalla pukushka aswata upyashpa, uma takarishpa, shukmantapash muspashi- na sakiriy. Payka umapi takarishpa shinkan. Sin. mayzana."
shinkayana,['šiŋgayana'],['v'],"emborracharse, chumarse, embriagarse. Aswata, hayak ya- kuta upyashpa machay. Ayllullakta raymipi mashikunawan shinka- yarkani. Sin. Machay."
shinki,['šiŋki'],['s'],amz. carbón. Yanta kaspi ru- pashkakunapi puchuk yana tukushka kaspi. Sacha rupachishkamanta shinki yantaku- nata tantanchik. Sin. killimsa.
shinshin,"['šiŋšiŋ', 'šinšiŋ']",['s'],"amz. serpiente pequeña. Muru karayuk, killu chupayuk, wañuy hampiyuk uchilla machakuy. Anti suyuman rishpaka shinshin machakuy- taka alli rikushpami purinchik."
shipati,['šipati'],['s'],"na. Una variedad de pal- mera. Chillishina kashpallatak uchilla, pan- kaka wasi awankapak; muyuka mikunkapak; shuk llaktakunapika chincha nishka yura. Ashankapi shipati muyuta katunkapakmi pa- llani. Sin. Chincha."
shirinka,"['širiŋka', 'širiŋga']",['s'],amz. caucho. Yurak wikiyuk yura. Shirinka yuramantami tukuy sami wiñariklla imakunataka rurankuna.
shitana,['šitana'],['v'],"botar, arrojar, tirar, lan- zar. Imatapash kachariy, hichuy, tuksiy. Palanta karakunataka chintapi shitanchik. 2. amz. cazar con bodoquera. Wiwakunata wañuchinkapak yawrita pukuna ukupi chu- rashkata sinchita pukuy. Ñukapa churika sacha wiwakunata hapinka- pak shitakun. Sin. 1 Chutana, aysana, karkuna."
shiwa,['šiwa'],['s'],"pa. variedad de palmera. Mishki yuyuta charik, achka yana muyuta aparik, sachapi wiñak chuntashina yura. Akchata shiwa muyu wirawan armakpika sumakmi wiñan. Sin. Unkurawa."
shiway,['šiway'],['s'],"pa. ciempiés. Yana tullpuyuk, achka chakiyuk kuru. Wawakunaka shiway kuruwanmi pukllan. Sin. Shiktikuy, tatis."
shiwi,"['šiwi', 'siwi']",['s'],"anillo, sortija. Maki rukapi churachinkapak antakunamanta rurashka. Payka sawarinkapak shiwita rantin. shiwtana [šiwtana] v. amz. desbordarse, regarse. Yaku timpushpa talliriy. Wakra ñuñuka huntashkamantami shiw- takun. Sin. Tallirina."
shuk,"['šuk', 'šug', 'šux', 'šu']",['num'],uno. Kallarik yupay. Ñukaka shuk watayuk wawatami charini.
sichi,['siči'],['s'],"amz. variedad de pez. Yapa uchilla yaku aycha. Napo mayupi sichita mikunkapak hapini. sikana [sikana] v. montar, subir, ascender. Hawaman wichiyay. Kapulita hapinkapakka yurapimi sikanchik. Sin. Wichiyana."
siki,['siki'],['s'],"nalga, glúteos. Washa tullu tu- kurishkapi tiyarinkapak mutsushka ñutu aycha. Karu llaktaman antawapi rikpika sikika ach- katami nanan."
siksik,"['sixsix', 'sixsi', 'sigsix', 'sigsi']",['s'],"s. paja gruesa de hojas ásperas. Ukshashina, ak- chashinata charik yura. Wasita katankapakmi siksikta pitinchik. siku [siku] s. amz. guatusa. Yana millmayuk, lumuta mikuk, yapa kita, sachapi kawsak wiwa. Anti suyupika siku aychatami sumakta mi- kunchik. Sin. Punchana. sillkukis (<**silykukis) s. semana. Kanchis punchayuk pacha."
sillu,"['silyu', 'sižu']",['s'],"uña, casco, pezuña. Tul- lushina, maki, chaki rukakunapi llukshik. Ñukapa	chakitaka	wakra	sillumi chukrichirka."
simpa,"['simba', 'simpa', 'čimba', 'čiŋba', 'šimba', 'šiŋba']",['s'],"trenza. Akchata, puchkakuna- tapash, kimsapi rakishpa awashkashinata ruray. Warmipa akcha simpaka achka rakumi kan."
simpana,"['simpana', 'čimbana']",['v'],"trenzar.     Akchakunata, puchkakunata kimsa wankupi rakishpa, kawpushkashina ruray.   Ñawita ñalla ñalla, wichkay. Payta kayankapakmi ñawita sipuni.  SUCHU  Imbaya, Cañar runakunapash akchataka ñakchashpami simpan."
sinchi,"['siŋči', 'siŋži', 'xiŋči']",['adj'],"duro, fuerte, robusto, resistente, sólido; difícil; recio, vale- roso. Imakunapipash karilla kay, mana ur- marishka kay, mana imatapash manchak, unkuy illak runa. Runakunaka sinchimi kanchik. Sin. Anak, tiyaylla."
sinik,['sinix'],['s'],"pa. variedad de raposa. Atall- pata maskashpa tuta purik ashnak aychayuk wiwa. Sinik wiwaka ishkay atallpatami mikushka. Sin. Chakka, chucha."
sinka,['siŋga'],['s'],"nariz, trompa. Runakuna, wiwakuna imatapash mutkinkapak charishka hutkukuna. Sinkawanmi sumak, waklli ashnakkunata- pash mutkinchik"
sinkuna,['siŋguna'],['v'],"revolcarse, rodar. Ur- mashpa kushpariy. Wawakunaka uray muya pampapi sinkun. Sin. Kawirina."
sipichi,"['sipiči', 'sipi']",['s'],"amz. variedad de árbol medicinal. Yurak wikiyuk, ñañu panka- yuk, hampi yura. Sipichi yurata hampi kashkamanta wiña- chinchik."
sipina,['sipina'],['v'],"ajustar, estrangular, ahor- car. Imakunatapash kunkapi sinchita watas- hpa, llapishpapash wañuchiy. Wakin llaktakunapika wallinkuta wañuchinka- pakka sipinkunami."
sipri,['sipri'],['s'],"labio inferior (ver wirpa). Ri- makpi, mikukpi kuyurik uray hawa shimi kara. Payka sipritami chukrichirka."
sipu,"['sipu', 'tsipu']",['s'],"arruga. Imapash mana chutalla kak. Hatuku yayaka achka siputami charin. sipuru [sipuru] s. pa. variedad de mono. Shuk uchpa, puntsu millmayuk, hatun chichikushina rikurik kushillu. Sipuru wiwaka sacha ukullapimi mitikushpa kawsan. Sin. Parawaku."
sipuna,"['sipuna', 'tsipuna']",['v'],"pestañar, guiñar.  2. fruncir, arrugar. Ñawi lulun karata wichkay. Kay wawa piñarishpaka sinchimi ñawita sipun."
sirana,['sirana'],['v'],"coser, zurcir. Ima churana manyakunata kumpay, llikirishkakunata lluta- chiy. Kaya puncha raymiman rinkapak ruwana lli- kitami sirakuni. Sin. chupana."
sirichiy,['siričiy'],['s'],ceremonia nupcial. Sawarishkakunata kari warmiwan chankachishpa puñuchiy. Sawarikpika sirichiyta rurashpami achka mashikuna kushiyashpa upyan.
siririna,['siririna'],['v'],"acostarse, echarse. Ima- pipash, maypipash chutariy. Samankapak nishpami ashata siririni. sirik aspi [sirik aspi] s. línea horizontal. Kin- ray wachushina sunilla rikurik. Pankapi shuk sirik aspita shuyuy."
sisa,['sisa'],['s'],"flor. Yurakunapi tukuy tullpuyuk pankakunashina muruyankapak llukshik- kuna. Wasi manyakunapi sisakunatami tarpuna kanchik. sisa pacha [sisa pača] s. primavera.Yura- kuna sisana pacha. Sisa pachapi purinaka sumakmi kan. sisa pampa [sisapamba, sisapampa] s. jar- dín. Sisakunata tarpushka pampa. Sisa pampapi rimanakunkapakmi rikunakus- hun."
sisu,['sisu'],['s'],"hongos de la piel. Aycha karata wakllichik kallampa unkuy. Kallampa unkuy hapikpimi sisu chaki tukus- hkani. bo. ronchas. Chuspikuna kanikpi aychapi chupushina llukshik. Chakipi chuspi kanikpi sisu tukushpa purin. im. enfermedad de un ser mítico. Runa- kuna yuyaypi, ayamanta shamuk aychata chupuyachik unkuy. Paypa makipika ayami sisuta churashka. suchu [suču] adj. tullido. Mana purinata ushak. Imamantachari chay warmika suchu tukun.   SUCHUCHINA"
suchuchina,['sučučina'],['v'],"retirar, apartar. Chaymanta anchuchishpa shukman churay. Kay rumikunata achka llashak kashkamanta wayka tukushpami suchuchinchik. Sin. Anchuchina."
suchuna,['sučuna'],['v'],"s. arrastrarse. Mana puriyta ushay, chankakuna wañushkashina kakpi, mana tatkiyta ushay. Yapa rukuyashpami yayaka suchukun. suksu [suxsu, sugsu, tsuxtsu] s. mirlo. Killu chakiyuk, killu tapsayuk, yana patpayuk pis- hku. Suksu pishkutaka kuyashpami charina kan- chik."
sukta,"['suxta', 'sukta', 'sogta']",['num'],"seis. Pichka yupayta katik yupay. Sukta wawa atallpata, sukta dólar kullkipimi katurkani."
sukus,['sukus'],['s'],"carrizo. Ashankata, kawi- tuta, wasi chakllatapash rurana, waykuku- napi wiñak pintukshina ñañu yura. Puna suyupika sukuswanmi wasikataka ru- rankuna."
sullka,['sulyka'],['s'],"lunes. Shukniki puncha. sulluy [sulyuy, suzuy] s. aborto. Shuk wawa manarak puncha paktashkapi llukshiy. Sulluyka mana allichu, shuk hatun llakimi kan."
sumak,"['sumax', 'sumak', 'sumag', 'suma']",['adj'],"bello, bonito, lindo, precioso, delicioso, dis- tinguido. Imapash may alli kak. Chay wasipi shuk sumak warmimi kawsan. Sin. Kuyaylla, kapak."
sumakyachina,['sumakyačina'],['v'],"arreglar, componer, adornar, decorar, mejorar. Mana alli rikurikta sumak rikurikta ruray, wakllichis- hkata allichiy. Payka yura shuyuta sumakyachin. Sin. Allichina."
sumpu,"['sumphu', 'suŋfu']",['s'],hierba aromática del páramo. Timpuchishpa nanayta hampirin- kapak upyana kiwa. Ñukapa nanayta sumpu yura pankawan hampirini.
suni,['suni'],['adj'],"largo, extenso. Imakunapash wichayman, urayman, maymanpash kashpa hatun kak. Ayllu llaktaman chayankapakka kay suni   ñantami rina kanchik."
sunka,['sunka'],['s'],"barba, bigote. Karikunapa shimi muyuntinpi wiñak akcha. Mashaka sunkatami rutukun. Sin. munza."
supay,['supay'],['s'],"espíritu, ser mítico. Mana tukuypak ñawipi rikurik ayashina. Wawaka supayta manchashpami tutaka mana llukshinchu."
