word,variant_forms,abreviaturas,translation_value
rasu,"['řasu', 'rasu']","['lo.', 's']","nieve, hielo.  Rumishina chiriwan sinchiyashka yaku. Rasuwan chakrushka yakuka chirikllami kan. Sin. riti."
rasuna,"['řasuna', 'rasuna']","['v', 'var.']",nevar. Urkuku- napi achka rasu tamya urmay. Chimborazo urku rasuwan kashpaka kayta- pash rasun.
rawa,['řawa'],"['co.', 'sc.', 'v']",urco. Allpapi larkashina kak. Rawapika sarata tarpunchik. Sin. wachu.
rawana,['řawana'],"['na.', 's.', 'sc.', 'v']",Hacer surcos. All- papi wachuta ruray. Wakrakunawan utkalla rawanchik. Sin. wachuna.
rawchana,['řawčana'],"['na.', 'tu.', 'v']","desramar. Mallki- kunata mukupi pitina. Kapuli yurapa mallkikunata rawchankichik. 2. tu. deshojar. Pankakunata anchuchiy. Wirunkapak nishpami sarata rawchani. Sin. 1-2 Rawmana, chillpina."
rawmana,['řawmana'],"['im.', 'na.', 'v']","gullarse, reme- llarse. Aspirishpa chukririy. Rumikunapi urmashpa maki rawmarini. 2. im. Desramar, deshojar; descascarar, des- pellejar. Mallkita mukupi pitiy; karata llushtiy. Yurapa mallkikunata ama sara chakrata ma- kachun rawmakuni. Sin. Llakana, rawchana, chillpina, lluchuna, saklana."
rawrana,"['řawrana', 'rawrana', 'lawrana']","['na.', 's.', 'v']","119  RAYMI arder. Imapipash ninata churakpi rupay. Rupay unkuywan tukuy aycha rupariy. Uksha wasipi ninata churakpimi rawrakun. raymi [raymi] s. fiesta, festividad. Tukuy ru- nakuna upyashpa, tushushpa rimashpa shunkuta kushiyachina. Churi sawarikpi hatun raymitami ru- rarkanchik."
rikchak,"['řixčak', 'řigčak']","['adj', 'na.', 's.', 'v.', 'za.']","idéntico, igual, semejanza. Imakunapash chayshina pakta, pakta rikurik. Churika yayashina rikchakmi kashka. 2. fotografía, retrato, imagen figura. Runa- kunapa shukkunapash kikinshinata pankapi shuyushka llukchirishka. Kay rikchakka ñukapa yayashinami kan. rikcharina  [řixčarina, řikčarina, rigčariy] v. despertarse. Puñukuymanta ñawita paskay. Allpamama kuyukun, rikchariychik. rikchana  [řixčana,  řigčana]  v.  parecerse, asemejarse. Imapash chayshinallatak rikuriy. Ñukapa panika hatun mamaman rikchan. 2. s. imitar. Imatapash chayllatatak katishpa ruray. Yachachik mana alli rimashkata wawakuna rikchan. Sin. 2 katina."
rikra,"['řigra', 'řikra']","['s', 'v.']","brazo. Maki mukumanta wichayman sakirik tulluyuk aycha. Tukuyta rurankapak yanapak aycha tullu. Papata rikrapi apani. 2. ala. Pishkukunata pawachik patpayuk tullu. Urpika yuraman rikrawan pawashpa sikan. riksina [řixsina, řiksina, rigsina]  v. conocer. Rikushpa, uyashpa, hapishpa, mallishpa umapi hapiy, yachay. Chikan runata riksini."
rikuchina,['řikučina'],['v'],"mostrar, indicar, se- ñalar, hacer ver, devolver la vista. Imatapash kaymi kan nina shimi. Hachipa wasita rikuchin."
rikurina,['řikurina'],"['na.', 'v', 'v.', 'var.']","somarse, aparecerse, presentarse. Imakunapash maymantapash llukshiy. Mashika chakra ukumanta ñapash rikurin. rikuna [řikuna] v. ver, mirar, observar.  Ña- wiwan muyuriypi tiyakkunata riksiy.   Kay sisatami rikukunchik. Sin. Kawana, chapana."
rimanakuna,['řimanakuna'],"['v', 'v.']","dialogar. Ñawi ñawi rimay. Tantanakuypika yuyashpalla rimanakunchik. rimana   [řimana,  rimana]  v.  hablar,  con- versar. Imatapash shimiwan niy. Wawakuna yachachunka kuyashpami riman- chik."
rimay,"['řimay', 'rimay']","['s', 's.']","palabra, expresión. Ima shimipash kak. Wawaka asha rimayta nikun. Sin. shimi. rimsi (<**rimsi) s. mercurio, el planeta. Inti- man kuchulla sakirik rumpu."
rina,"['řina', 'rina']",['v'],"ir, viajar. Shuk llaktamanta shukman purishpa, pawashpa imashinapash anchuriy. Ñukapa llaktamanta rini."
rinri,"['řiŋri', 'řinři', 'iŋri', 'řiŋgri', 'niŋgri', 'rinrin']","['s', 's.']","oído, oreja. Ñawi manyapi rimashkata uyana hutku. Rinrika may mutsurik ukhu aychami kan. rinriwarkuna [rinriwarkuna] s. aretes, zar- cillos. rinripi warkuska ima. Saraguro warmika sumak rinriwarkunata rikuchin."
rirpu,"['řirpu', 'irpu', 'lirpu']",['s'],espejo. Kikin ña- willatatak rikuchik. Kay rirpupimi rikuni.
riti,['riti'],"['lo.', 's']","nieve, hielo. Rumishina chiriwan sinchiyashka yaku. Ritiwan chakrushka yakuka chirikllami kan. Sin. rasu."
ruku,"['řuku', 'ruku']","['adj', 'amz.', 'na.']","viejo, anciano. Achka watayuk runa. Kanpa ruku yayaka ¿maypitak kawsan? 2. amz. vieja, anciana. Achka watayuk paya warmi. Ruku warmita, alli kawsachun allimi charina kanchik. Sin. 2 Paya."
rumi,"['řumi', 'rumi']","['ca.', 's']","piedra, roca. Yapa sin- chi kurpa tika. Hatun rumipi takarishpa wampu tikrarka."
rumikuta,['rumikuta'],"['s', 's.', 'v.']","cemento. Kutashka     rumi.   Rasu muru tamyashina urmay.  RUWANA  Kunanka, rumikutawan wasichin. rumiyana [rumiyana] v. petrificarse. Ima- pash sinchitukuy. Kay shitashka allpaka sinchita rumiyashka. rumpa [rumpu, rumpa] s. círculo, redondo, esfera, circunferencia. Imapash muyushka. Kay hatun rumpa ukupi pukllachin. 2. pelota, bola. Muyuklla punkichishka puk- llana kara. Shuk pukllana rumpata rantirkani. rumpu (<*rumpu) s. planeta. Hawa pachata muyurik. Intipa ayllupika iskun rumpumi tiyan: rimsi, chaska, tiksimuyu, mullu, akapana, chimpu, tinkullpa, turumanya, riti."
runa,"['řuna', 'runa']","['na.', 's']","ser humano; persona. Kari kashpa, warmi kashpapash tukuy yu- yayyuk shimiwan rimak. Tukuy runapurami tantanakushpa kawsana kanchik."
runakay,['runakay'],['s'],"humanidad. Runapa nuna, yuyaypash. Kay mamapachapi runakaytami sinchiya- chinchik."
runtu,"['řuŋdu', 'ruŋdu']",['s'],granizo. Yana puyu- manta yakumi rasu muru tukushpa urmak. Runtu urmakpi tukuy pampa yuraklla saqui- rirka.
runtuna,"['řuŋduna', 'ruŋduna']","['s.', 'v', 'v.']","granizar.  Kayna punchaka achkatami runturka. rupachina [řupačina, rupačina] v. quemar, incendiar. Imatapash ninawan hapichiy. Sacha yurakunataka ama rupachinkichu. ruparina  [řuparina, ruparina] v. quemarse, arder, inflamarse. Imapipash nina hapiriy. Kupata rupachikushka ninawanka achkata ruparinchik."
rupay,"['řupay', 'rupay']","['or.', 's']",calor. Imakuna kash- papash sinchita kunuk. Kunanka sinchi rupaymi kan. 2. calentura. Rupay unkuy. Rupay unkuywanmi kani.
rurana,"['řurana', 'rurana', 'řana', 'ruwana']","['na.', 's.', 'v']","hacer, realizar, trabajar. Imatapash llamkay. Chakra hallmayta rurani. 2. s. actividad. Imapash llamkay. Wawakunaka rurayta allichin. Sin. Llamkana."
ruru,['ruru'],"['na.', 's']","pepa, semilla. Imapash muyus- hina. Palltaka hatun ruruta charin."
rutuna,"['řutuna', 'rutuna']","['lo.', 'v']","trasquilar, corte de cabello. Akchata, millmata pitiy. Llama millmata rutukuni."
ruwana,"['ruwana', 'ruana']","['na.', 's']",tipo de poncho. Awashka churakuna. Ruwanaka mushukmi kan.
sacha,['sača'],"['pa.', 's']","monte, maleza, bos¬que. Achka yurakunalla huntashka allpa.Ñukaka sachapimi kawsani."
sacharuna,['sačaruna'],"['na.', 's', 's.']","variedad de lagartija. Waylla karayuk puka kunkayuk, washa tullupi kashata charik hayampi, yura- kunapi kawsak. Sacharuna hayampika sumak wiwami, chay- mantami mana wañuchinachu kanchik. sachawakra [sačawagra, sačawakra] s. danta. Kachu illak, suni sinkayuk, kurulla chu- payuk, sachapi kawsak wakrashina hatun wiwa. Anti suyupika sachawakratami yallika mi- kunkuna."
sakina,['sakina'],"['na.', 'v']","dejar; abandonar, dejar en testamento. Imakunatapash shukpi chu- rak rina. Payka ushushipa   muchikuta   allichichun sakin."
saklana,"['saglana', 'saklana']","['na.', 'v']",deshojar el maíz. Sara pankakunata chukllumanta an- chuchina. Chukllu wiruta kuchikunaman saklanchik. Sin. Pitina.
sakra,"['sagra', 'šagra', 'tsaka', 'tsagra', 'zagra']","['adj', 'za.']","tosco, áspero, escabroso. Imakunapash wakinpi hutku hutku kashalla paza kara. Allpapi punchantin llankakpika makika sa- krami tukun. Sin. lluru, paza."
saksana,"['saksana', 'saxsana', 'sagsana']","['na.', 'v']",hartarse. Wiksa huntakta mikuy. Katunkapak rina kuchika allimi saksarka. Sin. Amina.
salamanka,"['salamaŋga', 'tsalaŋga']","['na.', 's']","brujo. Imakunawampash hawalla hampinata ya- chak runa. Shuk salamanka runaka alli hampikmi kan. Sin. Sakra, yachak, paku."
salinana,['salinana'],"['lo.', 'na.', 'v']",estar en celo. Warmi wiwakuna kariñachina. Warmi wakraka pacha paktakpika ñami sali- nan. Sin. napana.
sallka,"['salyka', 'salka']","['na.', 's', 's.']","ierra, páramo. Chi- rilla urkuman sakirik suyu. Sallkamantami kanchik. Sin. puna. sallka runa [salyka runa] s. serrano. Sallka suyupi kawsak runa. Sallka runakunaka papata, siwarata, tawri- tapash tarpun."
samarina,['samarina'],"['na.', 'v']","calmarse, cesarse. Imakunapash chinkarina, tukurina, upayana. ¿Kanpa nanayka samarinchu?. Sin. Tukurina."
samay,"['samay', 'samiy', 'sami']","['na.', 's', 's.', 'v.']","respiración, aire, aliento. Kawsak runakuna, wiwakuna, wayrata hapishpa ukumanta kutin kachariy. Samayka kawsaytami kun. s. descanso. Runakuna, wiwakunapash shaykushka kipa llankayta sakiy pacha. Wakrakunaka yapushka kipaka samaytami munan. s. espíritu, alma. Kawsakkunaman kaw- sayta, yuyayta kuk. Runa wañukpika samayka chinkarin. samana [samana] v. descansar. Sampa- yashpa, shaykushpa rurakushkata sakina. ¿Achka llamkay kipaka samankichikchu?"
