word,variant_forms,abreviaturas,translation_value
kamcha,"['kaŋča', 'kaŋža', 'kamča']",['s'],s. tos- tado. Chakishka murukunata kallanapi ku- sashka. Chullpi sara kamchataka katunkapakmi apani.
kamchana,"['kaŋčana', 'kaŋžana', 'kamčana', 'kamžana']",['v'],"tostar . Kallanapi murukunata kusana. Kukayunkapakmi sarataka kamchan. kamina [kamina] v. insultar. Pitapash millay shimiwan rimana. Shuwataka achka yayakunami kamikun. Sin. ahana, takurina."
kampik,"['kaŋbix', 'kaŋbi']",['s'],"amz. cacao sil- vestre. Killu karayuk, mishki mikunayuk chi- wallkanshina mishki muru. Shimi kara ama chakirishpa chiktarichunka kampik wirata churay."
kan,"['kan', 'xam']",['pron'],"Tú, usted. Ishkayniki shutipa ranti ninkapak rimay. ¿Kanllachu kayna punchaka llamkarkanki? kancha [kaŋlla, kaŋča, kaŋža] adv. fuera. Mana ukupi kak. Punku pampa, wasiman yaykuna pampa. Punku kanchapimi tushukunkuna. 2. s. patio de juego. Pukllana punku pampa. Pukllankapakmi kanchataka allichishun. Sin. 1 Hawa."
kanchis,['kaŋčis'],['num'],"siete. Suktaniki yu- payta katik yupay. Kanchis llamata urkupi charini. kanichina [kaničina] v. sc. hacer morder. Imatapash pitapash kiruwan kashtuchina. Chiri unkuy anchurichunka putanwanmi ka- nichirka. 2. acuñar. Imatapash uchilla tulawan pakta- china. Chay kaspikunataka ñami kanichirkani. kanina [kanina] v. morder, picar (insectos). Chuspishina wiwakuna, shimiwan nanakta aychata hapina. Añanku wiwaka chakita kanirka.   Sin. Mikuna, kashtuna."
kankik,['kaŋgix'],['s'],"amz. cadera. Mama chanka kallarik tullu. Wamra yuramanta urmakpi, kankikmi kuyu- rirka."
kankil,['kaŋgil'],['s'],"amz. canguil. Kamchakpi tukyak uchilla killu sara. Mamaka kankilta pallankapak rirka. kankuna [kankuna, xamkuna] pron. ust- edes. Tawkakunata ishkayniki shutipa ranti ninkapak rimay. Kankunaka runa kawsayta sinchiyachish- pami kawsana kankichik."
kantina,['kaŋtina'],['v'],"amz. buscar peces bajo piedras. Challwakunata rumi sikipi maskay. Hatun rumi sikipi challwata kantini. 2. mecer. Mikuna apita, shukkunatapash kaspiwan kuyuchina. Mishkita hampi yakupi kantirka."
kapak,"['kapak', 'kapax']",['adj'],"principal, grande, importante; grandeza. May ancha sumak ninkapak shimi. Ataw wallpaka kapak runami karka. kapak (<*kayak) s. diciembre. Chunka ishkayniki killa. Kapak killapika, Saraguro runakunaka kapak raymita ruran."
kaparina,['kaparina'],['v'],"gritar, chillar. Yapa sinchita rimana. Ñukapa turika shuwata kaparirka. 2. ladrar. Allku, runatapash, wiwatapash aw aw nina. Marìapa allkuka hillu misita kaparikun. Sin. 2 Awnina. kapi runa [kapi runa] s. amz. árbol con fruto comestible para pavas silvestres. Mu- yuyuk hatun sinchi sacha yura. Pishkukuna kapi runa muyuta mikun. kapina [kapina] v. ordeñar, exprimir. Wakra ñuñuta chawana. Rosa mamaka wakra ñuñutaka kaynami ka- pirka. Sin. Chawana."
kapuli,"['kapuli', 'kapus']",['s'],"capulí. Pallkasapa, achka pankayuk, uchilla yana mishki muru- kunata aparik paza yura. Mashiman karankapakmi kapuli murutaka pallani.     Sin. usun."
kapya,['kabya'],['adj'],"ss. frágil, muy suave.   riyakun Sin. Alliyana, hampirina.    Imakunapash may amuklla, yapa ñutu kak. Yanushka mutika ñami kapya tukun. Sin. Ñutu, api, llampu, amuk, ishkurik. kapyarina [kabyarina] v. ss. suavizarse. Murukuna pukushpa apiyana, yanukpipash apiyana, ñutuyana. Lumuka ñami kapyarka. Sin. Apiyana."
kara,['kara'],['s'],"piel, cuero, pellejo, cáscara. Tukuy runakunapa, wiwakunapa ukkuta pi- llurik. Maki karapimi sisu unkuyka hapin. 2. cáscara, corteza. Yura kaspikunata, muyu- kunata pilluriyashpa killpak. Habas karata llushtikuni."
karacha,"['karača', 'karači']",['s'],costra . Aycha chukrishkapi chakirishka kara. Maki chukri karacha tukurka.
karachi,"['karachi', 'karatsi']",['s'],"sn. estopa de cabuya. Chawar karata takakpi llukshik puntsu. Chawar karachita apamuni. Sin. Pakpa, pala, puntsu, hamchi."
karana,['karana'],['v'],"brindar, convidar, servir, dar de comer. Imatapash shuk runaman kuna. Payka kusaman papata karan. 2. amz. regalar. Imakunatapash pimanpash yanka kuna. Lumu yurata mashiman karani Sin. 2 kamarina, kuna, kuyana."
kari,"['xari', 'kari', 'khari']",['adj'],"hombre, varón; macho. Runa kashpa, wiwa kashpapash mana chichuk. Yurakunaka raku, sinchipashmi kan. Urkukunapika kari wakrakunatalla char- inchik. 2. amz. esposo, marido. Kuyashka warmi- wan kawsankapak sawarik runa. Kanpak karika ¿ima shutitak kan? Sin. 2 kusa."
kariyana,"['kariyana', 'hariyana', 'xariyana']",['v'],"reanimarse, convalecerse. Unkurishka kas- hpa, kalakyashka kashpa alliyashpa sinchi- yarina. Yayaka uhuymanta hampirishpaka ñami ka-"
karkayana,['karkayana'],['v'],"s. ensuciarse, mancharse el rostro y el pecho. Ñawi kas- hpa, churana kashpa, ima kashpapash turu- yay, yana tukuy, mapayaymi kan. Wawaka apita mikushpa karkayan. Sin. Mapayana, wikiyana, hawiyana, llunchi- yana."
karkuna,['karkuna'],['v'],"arrear, despedir, echar. Wiwakunata ñawpachishpa llukshi- china. Millay allku ama kanichun karkuni. Sin. Kachana."
karpa,['karpa'],['s'],"cubierta grande, toldo. Wa- sitashina rurashpa katallata churashka. Tam- yamanta, intimantapash mitikunkapak alli. Pintushina hatun kata rurashka wasi. Wakrakamakka karpa ukupimi puñun. karu [karu] adv. lejos, lejano, distante (es- pacio). Mana kuchulla ninkapak shimi. Turika karu llaktapimi kawsan."
karuyana,['karuyana'],['v'],alejarse. Kuchu- manta anchurishpa karuyana. ¿Imamantatak kanka warmimanta karuya- kunki?
kasa,"['kasa', 'kaza']",['s'],s. helada (fenómeno atmosférico). Chakishka rasu. Yurakaunapi tuta urmashpa inti llipyawan yurakunata ru- pachik rasu. Achka kasa urmakpika sarataka ninantami wakllichin.
kasana,['kasana'],['v'],"s. helar, caer la helada. Chakishka rasu chakrakunapi urmay. Kunan tutami papa chakrapi kasashka. kasha [kaša] s. espina,-o. Wakin yuraku- napi wiñak yawrishina tuksik. Wawaka chunta kashapimi tuksirishpa wakan."
kashtuna,['kaštuna'],['v'],"s. mascar, masticar. Mikunata kirukunawan mukuna. Kiru illak rukukunaka mana alli kashtunchu. Sin. Kaskana, mukuna."
kashuk,['kašux'],['s'],"axila. Runapa rikra uku. Mamaka kipita kashuk ukupimi apan. kasilla [kasilla] adj. quieto, tranquilo, pací- fico, sereno. Wawa kashpa, wiwa kashpa- pash upalla tukuy."
