word,variant_forms,abreviaturas,translation_value
mitayu,['mitayu'],['s'],amz. carne ahumada. Kushniyachishka aycha. Mitayu aychata yachachikman kararkani. mitayuna [mitayuna] s. amz. ir de cacería y pesca. Sachaman wiwakunata hapinkapak riy.     Ñawpa Wao mashikunaka sachapillami wi- wakunata mitayushka. Sin. Purina.
mitikuna,['mitikuna'],['v'],"huir, fugarse, escon- derse. Maymanpash rishpa pakakuy. Ushushika mana sawarinata munashpa mi- tikurka. Sin. pakakuna."
mitsa,"['miča', 'mitsa', 'miša']",['s'],"verruga. Chaki aychapi, maki aychapi wiñak muyushina. Chay uchilla wawapa makipika mitsami wiñakun. Sin. Chimpi, michamuyu."
mitsak,"['mičak', 'mitsak', 'mitsax', 'mitsa', 'misa']",['adj'],"ávaro, -a, mezquino, miserable. Kara- nata manallatak munak runa. Chay runaka mitsakmi kashka. mitsamuyu [mičamuyu, mitsamuyu, miša- muyu] s. verruga. Chakipi makipi wiñak mu- yushina. Chay uchilla wawapa makipika mitsamu- yumi wiñakun. Sin. Chimpi, mitsa, micha."
mitsana,"['mitsana', 'misana', 'mičana']",['v'],mez- quinar; defender. Imatapash mana karay. Makanakuypi kishpichina. Inti raymipika aswata ama mitsankichu. miyu [miyu] s. veneno. Wañuchina hampi. Shanshi muyuka miyumi kan.
miyuna,['miyuna'],['v'],"envenenar, contaminar. Wañuna hampita upyashpa wañuy. Ima achka llakikunata charishpapash, rima- rinami, ama miyunkichu. 2. s. contaminación. Imawanpash mapaya- chiy. Anti llaktapika maytapash miyuymi tiyan. Sin. 1 Hampirina."
muchana,['mučana'],['v'],"besar, respetar, ve- nerar. Shimipura tantachiy. Kuyashkamanta, llakishkamanta payta mu- chani. 2. adorar, invocar. Apunchikta, apukunata kuyay. Iñikkunaka apunchikta yanapachun nishpami mucharka. Sin. 2 mañana."
mukawa,['mukawa'],['s'],"amz. vasija de barro para bebida. Turu allpamanta	rurashka   manka, sumak shuyuyuk. Aswata upyan- kapak mutsurik. Mukawataka shitashpa pakishkanki. muklupuna [muxlupuna] v. amz. hacer gár- garas. Yakuta amullishpa kunkakama ka- chashpa, kutinllatak tikrachishpa shitay. Wayusata kashtushpa muklupuni."
muku,['muku'],['s'],"articulación, nudo. Ishkay tullupura tantarik amuklla yurak sinchi aycha. ¿Imamantachari, maki mukumi achkata nanan?"
mukuna,['mukuna'],['v'],"sn, amz. mascar, mas- ticar. Kiruwan mikunata ñutuna. Sara kamchataka allitami mukunki. Sin. Kaskana, kashtuna, akuna."
mullapa,['mulyapa'],['s'],"envoltorio; nudo, en- vuelto; racimo. Kullkita watanami. Ñawpa yayakunaka mullapapimi kullkita wa- kaychik karka."
mullchi,['mulychi'],['s'],"amz. árbol silvestre con fruto. Muyuyuk sacha yura. Pishkukuna mi- kuna muyuyuk. Wakamayuka mullchi muyuta mikun. mullu [mulyu, mužu] s. cuenta de collar. Kunkapi, makipi churarinkapak rurashka wal- lka murukuna. Otavalumanta mulluta rantimuni. Sin. Wallka. mullu (<**mulyu) s. Marte. Intipa ayllupi tiyak rumpu."
mulu,"['mulu', 'muluku']",['s'],ss. plato. Mikunata churankapak rurashka kallanashina rikurik. Apitaka ¿anta mulupichu kararka? munachina [munačina] v. hacer antojar. Imallatapash rikuchishpa mana karay. Ama ñukapa wawaman mishkita munachin- kichu.
munana,['munana'],['v'],"querer, desear, anto- jar, aficionar, tener deseos de algo. Imata- pash tukuy shunkuwan charinayay, rikunayay. Payka chay warmita kuyankapak munarka. 2. amar. Karipash, warmipash llakiy, tukuy shunkuwan kuyana. Paytami tukuy shunkuwan munani. Sin. 2 kuyana, llakina."
munanayak,"['munanayax', 'munanayag', 'munanayak']",['adv'],"hermoso, bello, lindo. Ima- kunapash sumak rikurikta ninkapak shimi. Chay urkupika rasuka munanayaktami riku- rin. Sin. munanayay, sumak."
munanayay,['munanayay'],['adv'],"hermoso, bello, lindo. Imakunapash sumak rikurikta ninkapak shimi. Chay urkupika rasuka munanayaytami rikurin.    Sin. munanayak, sumak."
munchi,['muŋči'],['s'],"ss. ave, pájaro. Tukuy pishkunapa shuti. Wamra	kashpaka	munchikunata hapirkanchik. Sin. zhuta, pisku."
munzira,"['munzira', 'munza']",['s'],"bo. constela- ción. Hawa pachapi ñanshina achka kuyllur rikurin. Mashna munzira tiyashkata mana yachan- chikchu. muray (<**muray) s. hora. Punchapa ishkay chunka chusku rakishka kak. Ecuador llaktapìka, wakin pachapika, sukta muraypi intimi rikurin."
murintu,['murindu'],['s'],"amz. variedad de sapo. Hatun muru, puka karayuk, pur pur nik mikuna hampatu. Chay waykupi murintu wakakun. Sin. Puy."
muriti,['muriti'],['s'],"amz. palmera con fruto co- mestible. Hatun pankayuk, chuntashina mu- yuyuk, turu pampakunapi wiñak yura. Turu pampapi muriti yurata rikurkani. muru [muru] s. s. fruto. Tawka yuramanta wiñarik muyu, ashtawanka sisatukuk. Sara murukunata wayrachini. Sin. muyu, ñawi."
muru,['muru'],['adj'],"bicolor: de pintas negras con blancas. Puma karashina tullpurishka wi-   wakunapa kara. Muru wakratami raymipika wañuchirkanchik. muru-unkuy [muru uŋkuy] s. viruela, sa- rampión. Puka murukunawan aychata katak wakinpika wañuchik unkuy. Wakin llaktakunapika muru-unkuyka ña chinkarirkami."
mushuk,"['mušuk', 'mušux', 'mušu', 'musuk']",['adj'],"nuevo (objetos y tiempo). Imapash chayrak llukshirishkalla, manarak riksishka, kallarish- ka, churashka kak. Mushuk punchuwan raymiman rirkani. muskuna [muskuna, nuskuna] v. soñar. Puñukuy pacha imakunatapash mana usha- rinata rikuy. Kunan tutaka¿ imatatak muskurkanki? muspa [muspa, mušpa] adj. s. torpe, tonto, imbécil, ingenuo, zonzo, idiota, bruto, bobo. Mana imatapash ushak, mana yachak runa. Yayaka llakita rikushpa muspalla tukurka. Sin. Upa, upayashka."
muspana,['muspana'],['v'],"tontear. Rimak kas- hpapash ñapash upa tukuy. Rikchariy, ama wawashina muspakuychu. muspayana [muspayana] v. enmudecerse, embobarse, anonadarse. Mancharishkashina sakirina. Wawaka raymipi supaytukushka runata ri- kushpaka muspayan. Sin. upayana."
musyana,"['musyana', 'misyana']",['v'],"amz. pre- veer. Imatapash ña paktarinata yachay. Ñukapa yaya shamunata ñami musyarkani. mutilun [mutilun] s.amz. tortuga terrestre. Kutu chakiyuk, allpapi llukashpa purik, kas- pishina sinchi karayuk, sachapi kawsak ya- wati. Llullu mutilunta hapimuni. Sin. Yawati, tsawata."
mutiyana,['mutiyana'],['v'],"amz. estilarse, em- paparse, mojarse. Churanakuna shutunka- kama yakuwan, tamyawan hukuyana. Yayaka allpapi llamkakushpa yallita muti- yarka. Sin. Lapukyana, hukuna, zutukyana."
mutki,['mutki'],['s'],olfato. Tukuy kawsak kuyu- rikkuna ashnayta riksik yuyay. Runakunaka mana wiwakunashina mutkita     charinchu.   pak rinchik.
mutkina,"['mutkina', 'muxtina']",['v'],"oler. Sinka- wan samayta aysashpa, ima samaytapash riksina. Pay warmika may sumak ashnak yakutami mutkirka."
mutul,"['mutul', 'mutulu']",['s'],"amz. cartílago. Tullu mukukunapi tiyak amuklla tullu. José wawami tikrashpa mutulpi waktarirka. mutulu [mutulu] s. amz. serpiente mataca- ballo. Uchpa tullpuyuk hatun machakuy zar zar nishpa tutakunapi wakak. Chay sachapimi mutuluka tutapi wakarka. muya [muya] s. huerta, potrero, pastos es- cojidos. Ñutu wayllalla yura, mana yapa hatun, achka yakuwan wiñak kiwa pampa. Ñukanchikka wakrata muyapimi michinka-  muyan muyan [muyaŋ muyaŋ] adj. amz. fruto desagradable. Wakin chuntata, mikukpi shimita shikshichik muyu. Muyan muyan chuntata mikurkani, chayka shimita shikshirka."
muyu,['muyu'],['s'],"semilla, pepa, grano. Raku raku murukunata tarpunkapak akllashka muru; wiñanalla muru. Papa muyuta tarpunkapak akllakuni. muyuntin [muyuŋdiŋ, muyuŋdi] adv. alre- dedor. Imakunatapash muyushpa tiyak. Wasi muyuntintami sisakunataka tarpurkani. muyuna [muyuna] v. girar, dar vueltas alre- dedor. Pirurushina puriy. Kushpika, utkalla muyun."
nanakllakana,['(<*nanakllakana)'],['v'],"abun- dar. Muyukuna, mikunakuna, churanakuna, imakunapash achka tiyay, achka tukuy. Ñukapa chakrapi achka palantami nanaklla- kan. Sin. kamana, usuna."
nanakyana,"['nanaxyana', 'nanakyana', 'na- nagyana']",['v'],"sn. resentirse, enojarse, encapri- charse. Rimashkamanta, piñashkamanta shunkupi nanarina. Paypa shutita hapishpa llullakpika, payka na- nakyanmi. Sin. Impayana, piñarina."
nanampi,"['nanambi', 'nanaŋbi']",['s'],"amz. be- juco. Suniyashka waska yura, pallkapi wiñak. Tiyarinataka nanampi ankuwanmi rurashka. nanarina [nanarina] v. arrepentirse, tener remordimiento, dolerse. Runapura mana allita rurashkamanta llakiriy. Mamaka paypa kuyashka churi karu llakta- man rikpika achkatami nanarin."
nanay,['nanay'],['s'],dolor. Aycha ukku unkuriy. Uma nanaywan llakillami kan. 2. v. doler. Imatapash yapa rurakpi aycha unkuriy. Yapa purishkamanta chakika yapata nana- wan.
napana,['napana'],['v'],"na. estar en celo, estar en época de apareamiento. Warmi wiwa- kuna, kari wiwanayachiy. Wakraka kay punchakunaka napakun. Sin. Salinana."
napaykuna,"['napaykuna', 'napana']",['v'],"salu- dar. Maypipash, piwanpash rikurishpa makita kushpapash rimariy. Kankunata tukuy shunkuwan napaykuni. nina [nina] s. fuego, candela. Yantata rupa- chikpi kunuklla punchakllapash rikurik. Papata yanunkapakka ninatami mutsurin- chik. Sin. rupay."
nina,"['nina', 'ñina']",['v'],decir. Ñukapa yuyayta shukman uyachinkapak rimana. Sumak yuyaytami wawaman nini. v. forma verbal auxiliar para expresar ono- matopeyas. Rimaypi uyarishkakunata chu- ray. Tamyakpika sinchitami kulun nin.
ninan,['ninan'],['adv'],"s. muy, mucho; exage-  ración. Imatapash yalli hatunyachishpa nirik shimi. Ninan karuta purimuni. Sin. Yapa, may, yalli."
ninanta,"['ninanta', 'ninanda', 'ninandax']",['adv'],"im. amz. a gusto. Imatapash yapata, achkata rikuchik. Ñukapa wasipika ninantami mikumuni. ninanta [ninanta] adv. Rapidísimo, veloz. Utka ruray. Yachanawasimanka ninanta kallpashpa pak- tarkani. Sin. Utka."
nitkana,"['nitkana', 'nixtana', 'niktana', 'nitixana', 'ñiktana', 'mitkana']",['v'],tropezar. Purikushpa chakiwan takarina. Ñukaka kay ñanpimi nitkarkani.
nuna,['nuna'],['s'],"alma, espíritu. Samayshina sinchiyashka mana rikuypak kak, mana hapiklla kak. Sacha llaktapika, chikan nunami purin. Sin. Aya, samay."
nuspa,['nuspa'],['s'],pa. bromista. Imatapash asichinkapak rimashka. Imata nishpapash nuspa runaka tukuyta asi- chinllami. Sin. asichik.
nuspana,"['nuspana', 'muspana']",['v'],tener pe- sadillas. Puñuypi ayakunata rikushpa kapa- riy. Payka yallita mikushpa puñukushpaka nus- pan. Sin. llapitukuna.
nuya,['nuya'],['s'],variedad de haba. Shuk ha- basshina muru.   Llullu nuyuka mishki mikuymi kan.
nuyuna,['nuyuna'],['v'],"s. inundarse. Yapa tam-   ray. Saraka yakupi urmashpa nuyun.    yakpi achka yaku huntay. Achka yaku shamukpi chakaka nuyurka. v. s. remojarse, humedecerse.Sinchi mu- rukuna utka yanurichun nishpa yakupi chu-  v. desleirse, derretirse. Imakunapash ya- kuyay. Kachipi yaku yaykushpaka tukuymi nuyun. Sin. 1 kuchayana; 2 Huntana, hukuyana."
