word,variant_forms,abreviaturas,translation_value
lampana,['lampana'],['v'],"im. remendar. Chu- rana llikirishkakunata asha llachapawan kill- pashpa siray. Ruku yayakunaka paykunapa kushmaku- nata, allimanta lampan. Sin. Chupana, llachapana, putyuna."
lan,['laŋ'],['s'],"amz. árbol cuya resina es medi- cinal. Balsa yurashina pankayuk, puka wi- kiyuk, yaku manyakunapi wiñak hampi yura. Lan yurataka hampi kashkamantami achkata maskan."
lancha,['laŋča'],['s'],"s. plaga de plantas. Tam- yashina urmashpa yurapa pankakunata ru- pachik, llullu murukunata chakichik, ismuchik ñutu tamya. Kay yurata lanchami hapishka, chayman- tami chakirikun. Sin. Pitsik."
lanchana,['laŋčana'],['v'],"destruir plantas y/o frutos por plaga. Tamya urmakpi tarpushka yurakuna, murukuna, ismushpa, wakllishpa, chakirina. Kay llullu papa chakrataka achkatami lan- chan. Sin. Sulayana."
lanta,['laŋda'],['adj'],pa. turbio Tamyakpi turulla tukushka yaku. Urkuta tamyakpika mayuka lantami tukun. Sin. Sanku.
lapukyana,['lapukyana'],['v'],"estilarse, empaparse, mojarse. Churanakuna shutunkakama yakuwan, tamyawan huku- yay. Yayaka allpapi llankakushpa yallita lapuk- yarka. Sin. mutiyana, hukuyana, zutukyana."
lapuna,['lapuna'],['v'],"amz. doblar. Shuk kas- pita hapishpa kumuchiy, suni churanakunata patarichina. Shuk	kaspita	winkuyachinkapakka waskawan watashpami lapunchik. Sin. Patarina."
larka,"['larka', 'larga', 'rarka']",['s'],"acequia. Allpa ukuta wachushina allashkata yaku purichun rurashka, yakupa ñan. Ayllullaktakunapika larkakunataka allitami charinkuna."
larkana,"['larkana', 'rarkana']",['v'],"hacer acequia. Yaku purina ñanta allpa ukuta allay. Chakishka allpakunapi murukuna puku- chunka, yaku ñantami minkawan larkanchik. latsik [latsix, lačix] s. amz. gusano blanco. Yurak, suni, ñañu kuru. Yachachikka yachakukkunaman yachachin- kapakka latsik kuruta hapin."
laychu,['layču'],['adj'],"ss. mestizo. Mana chay- purallatak, runawan mishuwan chapuy- manta wacharishka runa. Tawka laychumi ñukanchikwan tantarin. Sin. Mishu, misti, tsala."
liklik,"['liglik', 'ligli']",['s'],"ave que anuncia la lluvia. Tamya shamuchun liklik liklik nishpa takik pis- hku. Ñallami tamyanka, liklik nishpa pishkunaka takikunmi."
linchi,['linči'],['s'],"red. Kawpushka puchkapura watashpa watashpa rurashka llika. Rumpa- wan pukllankapak, challwakunata hapinka- pak rurashka. Challwata hapinkapak Pedro mashika lin- chita rantikun."
lisan,['lisaŋ'],['s'],"paja toquilla. Uchilla panka- sapa yura, muchikuta awankapak panka, wasi katatapash rurarik yura.     Manabí	marka	warmikunaka	sumak muchikukunatami lisan pankawan ruran. lukarya [lukarya, ukarya] s. amz. variedad de sapo. Shuk uchilla hampatu puka pukalla karayuk, tutakunapi lukarya lukarya nishpa kaparik. Lukarya hampatuka tamya shamunata ñaw- pashpatakmi kaparin."
lukata,['lukata'],['s'],amz. variedad de pal- mera. Chillishina pankayuk raku yura. Pankakunaka wasi katata rurankapak alli. Anti suyu wasikunaka lukata pankaku- nawanmi rurashkakuna kan. Sin. Kunampu.
lukllikirina,['luglyikirina'],['v'],"bo. buscar insis- tentemente hasta encontrar. Imatapash ash- tawan kutin, kutin, hapinkakama mashkay. Mama Rosa mashika kuchita chinkachishpa lukllikirin. Sin. maskapayana."
lukma,"['luxma', 'rukma']",['s'],"amz. tipo de fruta. Uchpa karayuk sacha muyu, siku mikuna muru. Siku wiwaka sumaktami lukma muyutaka mikun."
lulun,"['luluŋ', 'ruruŋ']",['s'],"huevo; testículo. Pis- hkukuna wachashka aycha tukuna muyu- kuna, karikunapa ullu sapipi warkuriyak ishkay rumpashina aychakuna. Wirayachunmi kuchitaka lulunta surkukun- chik."
lumarisu,"['lumarisu', 'rumarisu']",['s'],"amz. moco. Runapa, wiwapa sinkamanta llukshik llawsa. Wawapa sinkamanta lumarisuta pichay. Sin. Kuña."
lumu,['lumu'],['s'],"amz. yuca. Papashina allpa ukupi pukuk, yunka llaktakunapi wiñak muru. Chawpi puncha mikunataka atallpata lumu- wan yanunki."
lumucha,['lumuča'],['s'],"amz. guanta. Puka   millmayuk sacha wiwa, punchanashina lu- muta mikuk. Anti suyu ayllukunaka lumuchatami mikun- kapak hapin."
