word,variant_forms,abreviaturas,translation_value
challwa,"['čalywa', 'čazwa', 'čalua', 'čawla']",['s'],"pescado, variedad de pez bocachico. Yakupi kawsak wiwa. Hatun turuta chumkak, tanta- nakushpa purik wiwa. Katu pampapi challwata rantinkapak rikuni. Sin. Yaku aycha."
chamcha,"['čamča', 'čamža', 'čaŋžu', 'čaŋču']",['adj'],"sc. apático, sin gracia. Killaysiki, imata- pash mana munak. Payka chamcha runami kan. 2. sn. ss. insípido, desabrido, soso. Mishki illak. Unkushkamanka asha chamcha mikunatami karanchik. Sin. 1 Upa, chamuk, aminta, hamlla. 2 ñukñu, aminta, hamlla."
chamiku,['čamiku'],['s'],"s. chamico, planta sil- vestre pequeña. Sisa ukupi kashayuk, waylla tullpuyuk yura. Sara chakra ukumanta chamiku yurakunata tantanchik."
chamka,"['čamka', 'čanka']",['adj'],"mal molido. Rakulla kutashka. Chuchikunaka chamkata mikun. chamkana [čamkana, čankana, tsamkana, tsankana] v. triturar, moler grueso. Ima mu- rukunata raku rakulla kutana. Chuchiman karankapakmi kutana rumipi sa- rata chamkanchik."
champa,"['čampa', 'čamba', 'čaŋba', 'žaŋba']",['s'],s. terrón de césped. Allpata kiwantin llukshi- chishka. Tarpunkapak llachuwan champata chak- mani.
champayana,"['čambayana', 'čaŋbayana', 'šaŋbayana']",['v'],sc. tener malestar; decaerse. Ñukanchikpa aychakuna shaykushkashina tukuna. Ñukapa aychaka aswata upyakpimi cham- payan. Sin. urmarina.
champira,['čambira'],['s'],"chambira. Sacha ukupi tiyak, killu puchkayuk yurami, pitashi- nalla. Champiramanta puchkawan unkutami awar- kani."
champuru,['čamburu'],['s'],chamburo. Papa- yashina mikuna muyuta aparik yura. Champuru yura alli pukuchunka kamanami kan. 2. tipo de árbol espinoso. Hatun kashayuk api yura. Anti suyupika champuru yuramanta allimi mitsarina kanchik. Sin. 1 Chilliwakan.
chamuk,"['čamuk', 'čamux', 'čamug', 'xamun', 'čama', 'čamak']",['adj'],"insípido, desabrido, soso. Ima mikuykunapash mishkita, kachita mana charik. Unkushpaka chamuk mikunatallami mikun. 2. apático, sin gracia. Killaysiki, imatapash mana munak. Tantanakuypi Juan mashika chamukmi ya- llin. Sin. Ñukñu, hamlla, upa, chamcha, aminta. chanchana [čaŋčana] v. sc. entablillar. Kaspikunapura llutachishpa tullu pakirishkata chumpiwan pilluchina. Chaki tullu pakirikpika hampi wasiman apan- kapakka kaspikunawanmi chanchanchik. Sin. Watana."
chani,['čani'],['s'],"precio, valor. Imakuna mas- hna kak. Kay kuchika kimsa pachak waranka chani- yukmi kan."
